Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Power
L,300.7,311.7,1499,38.4,205,0,0,0,0,0,0,11,57561.6
L,300.7,311.8,1478,41.9,207,0,0,0,0,0,0,11.100000000000023,61928.2
L,300.8,311.8,1928,21.8,209,0,0,0,0,0,0,11,42030.4
M,300.8,311.9,1621,28.3,211,0,0,0,0,0,0,11.099999999999966,45874.3
M,300.8,311.9,1356,44.3,214,0,0,0,0,0,0,11.099999999999966,60070.799999999996
L,300.8,311.7,1490,46.4,217,0,0,0,0,0,0,10.899999999999977,69136
L,300.8,311.7,1578,31.4,219,0,0,0,0,0,0,10.899999999999977,49549.2
L,300.8,311.7,1681,31.3,221,0,0,0,0,0,0,10.899999999999977,52615.3
L,300.8,311.8,1417,43.4,223,0,0,0,0,0,0,11,61497.799999999996
M,300.7,311.7,1532,40,0,0,0,0,0,0,0,11,61280
M,300.7,311.7,1499,38.9,3,0,0,0,0,0,0,11,58311.1
L,300.8,311.7,1432,45.8,6,0,0,0,0,0,0,10.899999999999977,65585.59999999999
L,300.8,311.7,1753,29,8,0,0,0,0,0,0,10.899999999999977,50837
L,300.8,311.7,1414,49,10,0,0,0,0,0,0,10.899999999999977,69286
L,300.8,311.7,1655,32.2,12,0,0,0,0,0,0,10.899999999999977,53291.00000000001
L,300.8,311.6,1516,35.6,14,0,0,0,0,0,0,10.800000000000011,53969.6
L,300.8,311.7,1426,45.5,16,0,0,0,0,0,0,10.899999999999977,64883
L,300.8,311.7,1479,39.4,18,0,0,0,0,0,0,10.899999999999977,58272.6
M,300.7,311.5,1569,36.4,20,0,0,0,0,0,0,10.800000000000011,57111.6
L,300.8,311.6,1568,36,23,0,0,0,0,0,0,10.800000000000011,56448
M,300.9,311.8,1843,24.5,25,0,0,0,0,0,0,10.900000000000034,45153.5
M,300.9,311.9,1480,40.9,28,0,0,0,0,0,0,11,60532
L,301,312,1447,36.8,31,0,0,0,0,0,0,11,53249.6
L,301,311.9,1454,41.9,33,0,0,0,0,0,0,10.899999999999977,60922.6
M,300.9,311.9,1310,56.1,35,0,0,0,0,0,0,11,73491
H,300.9,311.9,1513,38,38,0,0,0,0,0,0,11,57494
H,300.9,311.9,2140,16.5,43,0,0,0,0,0,0,11,35310
L,301,312.1,1377,49.9,48,0,0,0,0,0,0,11.100000000000023,68712.3
L,301,312.1,1585,32.3,50,0,0,0,0,0,0,11.100000000000023,51195.49999999999
H,301.1,312.2,1491,42.6,52,0,0,0,0,0,0,11.099999999999966,63516.6
L,301,312.2,1264,59,57,0,0,0,0,0,0,11.199999999999989,74576
L,301,312.2,1372,47,59,0,0,0,0,0,0,11.199999999999989,64484
L,301,312.2,1510,39.9,61,0,0,0,0,0,0,11.199999999999989,60249
L,300.9,312.1,1423,40.2,63,0,0,0,0,0,0,11.200000000000045,57204.600000000006
L,301.1,312.3,1464,35.3,65,0,0,0,0,0,0,11.199999999999989,51679.2
L,301,312.2,1602,35.9,67,0,0,0,0,0,0,11.199999999999989,57511.799999999996
M,301,312.2,1629,32.6,69,0,0,0,0,0,0,11.199999999999989,53105.4
L,300.9,312.2,1811,23.2,72,0,0,0,0,0,0,11.300000000000011,42015.2
L,300.9,312.1,1711,28.8,74,0,0,0,0,0,0,11.200000000000045,49276.8
M,300.9,312.1,1297,48.6,76,0,0,0,0,0,0,11.200000000000045,63034.200000000004
L,301,312.1,1405,46.1,79,0,0,0,0,0,0,11.100000000000023,64770.5
L,301.1,312.2,1397,54.9,81,0,0,0,0,0,0,11.099999999999966,76695.3
L,301.1,312.3,1682,29.7,83,0,0,0,0,0,0,11.199999999999989,49955.4
L,301.2,312.3,1528,38.4,85,0,0,0,0,0,0,11.100000000000023,58675.2
M,301.2,312.3,1548,38.3,87,0,0,0,0,0,0,11.100000000000023,59288.399999999994
H,301.2,312.4,1395,47.8,90,0,0,0,0,0,0,11.199999999999989,66681
L,301.2,312.4,1378,59,95,0,0,0,0,0,0,11.199999999999989,81302
L,301.2,312.4,1480,53.5,97,0,0,0,0,0,0,11.199999999999989,79180
M,301.2,312.4,1428,36.6,99,0,0,0,0,0,0,11.199999999999989,52264.8
M,301.2,312.4,1505,39.6,102,0,0,0,0,0,0,11.199999999999989,59598
L,301,312.3,1445,36.4,105,0,0,0,0,0,0,11.300000000000011,52598
L,301,312.3,1488,42.6,107,0,0,0,0,0,0,11.300000000000011,63388.8
L,301,312.2,1601,33,109,0,0,0,0,0,0,11.199999999999989,52833
L,301,312.3,1550,34.9,111,0,0,0,0,0,0,11.300000000000011,54095
L,301,312.2,1540,34.1,113,0,0,0,0,0,0,11.199999999999989,52514
L,301.1,312.3,1587,34.5,115,0,0,0,0,0,0,11.199999999999989,54751.5
H,301,312.2,1489,40.3,117,0,0,0,0,0,0,11.199999999999989,60006.7
L,301.1,312.3,1486,34.9,122,0,0,0,0,0,0,11.199999999999989,51861.4
L,301.1,312.4,1430,37.9,124,0,0,0,0,0,0,11.299999999999955,54197
M,301.1,312.4,1809,25.1,126,0,0,0,0,0,0,11.299999999999955,45405.9
L,301.1,312.3,1534,39,129,0,0,0,0,0,0,11.199999999999989,59826
M,301.1,312.3,1852,25.9,131,0,0,0,0,0,0,11.199999999999989,47966.799999999996
L,301.1,312.3,1595,31.9,134,0,0,0,0,0,0,11.199999999999989,50880.5
L,301,312.3,1424,43.5,136,0,0,0,0,0,0,11.300000000000011,61944
L,301,312.2,1776,28.8,138,0,0,0,0,0,0,11.199999999999989,51148.8
M,301,312.2,1499,41.5,140,0,0,0,0,0,0,11.199999999999989,62208.5
M,301,312.2,2710,9.7,143,1,0,0,1,0,0,11.199999999999989,26286.999999999996
L,300.9,312.1,1359,51.7,146,0,0,0,0,0,0,11.200000000000045,70260.3
M,300.9,312.1,1617,31,148,0,0,0,0,0,0,11.200000000000045,50127
M,300.8,312,1443,53.3,151,0,0,0,0,0,0,11.199999999999989,76911.9
L,300.8,312,1374,50.2,154,0,0,0,0,0,0,11.199999999999989,68974.8
M,300.9,312.1,1851,23,156,0,0,0,0,0,0,11.200000000000045,42573
M,300.8,312,1274,67.3,159,0,0,0,0,0,0,11.199999999999989,85740.2
L,300.9,312,1533,44,162,0,0,0,0,0,0,11.100000000000023,67452
L,300.8,312,1477,37.3,164,0,0,0,0,0,0,11.199999999999989,55092.1
L,300.9,312.1,1462,46,166,0,0,0,0,0,0,11.200000000000045,67252
M,301,312.1,1664,28.4,168,0,0,0,0,0,0,11.100000000000023,47257.6
L,300.8,311.9,1414,41.1,171,0,0,0,0,0,0,11.099999999999966,58115.4
H,300.9,312,2129,17.8,173,0,0,0,0,0,0,11.100000000000023,37896.200000000004
L,300.8,311.8,1323,61.1,178,0,0,0,0,0,0,11,80835.3
L,300.8,311.8,1427,43.3,180,0,0,0,0,0,0,11,61789.1
M,300.9,312,1375,56.1,182,0,0,0,0,0,0,11.100000000000023,77137.5
M,300.9,312,1402,50.7,185,0,0,0,0,0,0,11.100000000000023,71081.40000000001
L,300.9,312,1500,44.2,188,0,0,0,0,0,0,11.100000000000023,66300
M,301,312,1558,37.5,190,0,0,0,0,0,0,11,58425
M,300.9,312,1447,41.4,193,0,0,0,0,0,0,11.100000000000023,59905.799999999996
L,301,312,1518,39.3,196,0,0,0,0,0,0,11,59657.399999999994
L,301,311.9,1889,23.5,198,0,0,0,0,0,0,10.899999999999977,44391.5
L,301,312.1,1675,30.7,200,0,0,0,0,0,0,11.100000000000023,51422.5
H,300.9,312,1720,27.9,202,0,0,0,0,0,0,11.100000000000023,47988
M,301,312,1499,34.6,207,0,0,0,0,0,0,11,51865.4
L,300.9,312,1441,43.8,210,0,0,0,0,0,0,11.100000000000023,63115.799999999996
H,300.9,312,1397,42.7,212,0,0,0,0,0,0,11.100000000000023,59651.9
L,300.9,312,1493,38.7,217,0,0,0,0,0,0,11.100000000000023,57779.100000000006
M,300.8,312,1422,50.7,219,0,0,0,0,0,0,11.199999999999989,72095.40000000001
L,300.7,311.9,1399,50.2,222,1,0,0,0,1,0,11.199999999999989,70229.8
L,300.6,311.9,1425,44.9,224,0,0,0,0,0,0,11.299999999999955,63982.5
L,300.6,311.8,1501,44.8,226,0,0,0,0,0,0,11.199999999999989,67244.8
M,300.6,311.9,1629,35.3,0,0,0,0,0,0,0,11.299999999999955,57503.7
L,300.6,312,1490,42.2,3,0,0,0,0,0,0,11.399999999999977,62878.00000000001
L,300.7,312,1550,32.4,5,0,0,0,0,0,0,11.300000000000011,50220
L,300.8,312,1416,46.5,7,0,0,0,0,0,0,11.199999999999989,65844
L,300.7,311.9,1485,38.8,9,0,0,0,0,0,0,11.199999999999989,57617.99999999999
L,300.7,311.8,1564,36.8,11,0,0,0,0,0,0,11.100000000000023,57555.2
L,300.7,311.7,1910,19.7,13,0,0,0,0,0,0,11,37627
L,300.7,311.7,1460,46.1,15,0,0,0,0,0,0,11,67306
L,300.7,311.8,1603,34.1,17,0,0,0,0,0,0,11.100000000000023,54662.3
L,300.7,311.8,1486,47.3,19,0,0,0,0,0,0,11.100000000000023,70287.8
L,300.8,311.9,1560,31.8,21,0,0,0,0,0,0,11.099999999999966,49608
L,300.8,311.9,1498,39.3,23,0,0,0,0,0,0,11.099999999999966,58871.399999999994
H,300.8,311.9,1431,48.5,25,0,0,0,0,0,0,11.099999999999966,69403.5
L,300.8,311.9,1486,45.1,30,0,0,0,0,0,0,11.099999999999966,67018.6
L,300.7,311.9,1486,35.8,32,0,0,0,0,0,0,11.199999999999989,53198.799999999996
L,300.7,311.8,1441,38.1,34,0,0,0,0,0,0,11.100000000000023,54902.1
M,300.7,311.9,1366,55.1,36,0,0,0,0,0,0,11.199999999999989,75266.6
L,300.6,311.8,1471,41.4,39,0,0,0,0,0,0,11.199999999999989,60899.4
L,300.6,311.9,1463,38.2,41,0,0,0,0,0,0,11.299999999999955,55886.600000000006
L,300.6,311.9,1413,41.3,43,0,0,0,0,0,0,11.299999999999955,58356.899999999994
H,300.6,311.9,1604,30.5,45,0,0,0,0,0,0,11.299999999999955,48922
L,300.7,312,1401,51.1,50,0,0,0,0,0,0,11.300000000000011,71591.1
L,300.6,311.8,1652,27.2,52,0,0,0,0,0,0,11.199999999999989,44934.4
L,300.5,311.9,1403,45.7,54,0,0,0,0,0,0,11.399999999999977,64117.100000000006
L,300.5,311.9,1887,21.7,56,0,0,0,0,0,0,11.399999999999977,40947.9
L,300.4,311.8,1405,47.9,58,0,0,0,0,0,0,11.400000000000034,67299.5
H,300.2,311.6,1496,41.1,60,0,0,0,0,0,0,11.400000000000034,61485.6
L,300.1,311.5,1499,43.4,65,0,0,0,0,0,0,11.399999999999977,65056.6
L,300.2,311.5,1549,37.2,67,0,0,0,0,0,0,11.300000000000011,57622.8
L,300.3,311.6,1515,44.9,69,0,0,0,0,0,0,11.300000000000011,68023.5
L,300.2,311.6,1540,37.7,71,0,0,0,0,0,0,11.400000000000034,58058.00000000001
H,300.2,311.5,1426,44.3,73,0,0,0,0,0,0,11.300000000000011,63171.799999999996
M,300.2,311.6,1465,41.4,78,0,0,0,0,0,0,11.400000000000034,60651
M,300.3,311.6,1359,54.1,81,0,0,0,0,0,0,11.300000000000011,73521.90000000001
M,300.3,311.7,1551,36.4,84,0,0,0,0,0,0,11.399999999999977,56456.399999999994
L,300.5,311.8,1596,34.8,87,0,0,0,0,0,0,11.300000000000011,55540.799999999996
M,300.5,311.9,1670,26.3,89,0,0,0,0,0,0,11.399999999999977,43921
L,300.4,311.9,1868,21.3,92,0,0,0,0,0,0,11.5,39788.4
M,300.6,312,1490,39.8,94,0,0,0,0,0,0,11.399999999999977,59301.99999999999
M,300.5,311.9,1676,35.2,97,0,0,0,0,0,0,11.399999999999977,58995.200000000004
M,300.5,311.9,1875,22.1,100,0,0,0,0,0,0,11.399999999999977,41437.5
M,300.5,312,1867,23,103,0,0,0,0,0,0,11.5,42941
L,300.5,312,1646,29.5,106,0,0,0,0,0,0,11.5,48557
H,300.5,312,1375,43.2,108,0,0,0,0,0,0,11.5,59400.00000000001
L,300.5,312,1558,36.7,113,0,0,0,0,0,0,11.5,57178.600000000006
L,300.4,312,1631,34.9,115,0,0,0,0,0,0,11.600000000000023,56921.899999999994
L,300.4,312,1366,43,117,0,0,0,0,0,0,11.600000000000023,58738
L,300.3,311.8,1360,48,119,0,0,0,0,0,0,11.5,65280
L,300.3,311.8,1547,39.7,121,0,0,0,0,0,0,11.5,61415.9
L,300.3,311.7,1571,31.2,123,0,0,0,0,0,0,11.399999999999977,49015.2
L,300.2,311.5,1528,36.1,125,0,0,0,0,0,0,11.300000000000011,55160.8
H,300.2,311.5,1432,43.6,127,0,0,0,0,0,0,11.300000000000011,62435.200000000004
L,300.2,311.6,1356,53.5,132,0,0,0,0,0,0,11.400000000000034,72546
H,300.1,311.5,1422,46.2,134,0,0,0,0,0,0,11.399999999999977,65696.40000000001
L,300.1,311.4,1438,42.2,139,0,0,0,0,0,0,11.299999999999955,60683.600000000006
L,300.2,311.4,1483,44.4,141,0,0,0,0,0,0,11.199999999999989,65845.2
L,300.2,311.4,1331,49.8,143,0,0,0,0,0,0,11.199999999999989,66283.8
L,300.2,311.4,1463,37.5,145,0,0,0,0,0,0,11.199999999999989,54862.5
L,300.1,311.4,1446,40.6,147,0,0,0,0,0,0,11.299999999999955,58707.6
L,300.1,311.4,1356,45.7,149,0,0,0,0,0,0,11.299999999999955,61969.200000000004
L,300.1,311.3,1676,30.3,151,0,0,0,0,0,0,11.199999999999989,50782.8
L,300.1,311.4,1910,23,153,0,0,0,0,0,0,11.299999999999955,43930
L,300.2,311.6,1375,56.9,155,0,0,0,0,0,0,11.400000000000034,78237.5
M,300.2,311.6,1513,40.8,157,0,0,0,0,0,0,11.400000000000034,61730.399999999994
L,300.2,311.6,1511,35.7,160,0,0,0,0,0,0,11.400000000000034,53942.700000000004
H,300.2,311.6,1662,28.8,162,0,0,0,0,0,0,11.400000000000034,47865.6
L,300.2,311.7,1493,48.3,167,0,0,0,0,0,0,11.5,72111.9
M,300.2,311.7,1555,37.4,169,0,0,0,0,0,0,11.5,58157
L,300.3,311.7,1452,41.5,172,0,0,0,0,0,0,11.399999999999977,60258
L,300.2,311.6,1500,39,174,0,0,0,0,0,0,11.400000000000034,58500
L,300.2,311.7,1603,30.5,176,0,0,0,0,0,0,11.5,48891.5
L,300.3,311.7,1682,27.8,178,0,0,0,0,0,0,11.399999999999977,46759.6
L,300.3,311.8,1567,37.7,180,0,0,0,0,0,0,11.5,59075.9
L,300.3,311.8,1413,46,182,0,0,0,0,0,0,11.5,64998
M,300.3,311.9,1429,41.6,184,0,0,0,0,0,0,11.599999999999966,59446.4
L,300.3,311.9,1692,31.5,187,0,0,0,0,0,0,11.599999999999966,53298
L,300.4,311.9,1476,48.7,189,0,0,0,0,0,0,11.5,71881.2
M,300.4,312,1596,30.4,191,0,0,0,0,0,0,11.600000000000023,48518.399999999994
H,300.3,311.9,1390,49,194,0,0,0,0,0,0,11.599999999999966,68110
M,300.3,311.8,1607,33.7,199,0,0,0,0,0,0,11.5,54155.9
L,300.3,311.7,1821,26.3,202,0,0,0,0,0,0,11.399999999999977,47892.3
H,300.3,311.8,2141,18.5,204,0,0,0,0,0,0,11.5,39608.5
M,300.4,311.8,1553,33.1,209,1,1,0,0,0,0,11.400000000000034,51404.3
M,300.4,311.8,1442,45.1,0,0,0,0,0,0,0,11.400000000000034,65034.200000000004
L,300.4,311.7,1459,45.6,3,0,0,0,0,0,0,11.300000000000011,66530.40000000001
H,300.4,311.8,2496,13.5,5,0,0,0,0,0,0,11.400000000000034,33696
L,300.4,311.8,1367,57.2,10,0,0,0,0,0,0,11.400000000000034,78192.40000000001
L,300.3,311.8,2004,19.6,12,0,0,0,0,0,0,11.5,39278.4
L,300.3,311.7,1406,47.5,14,0,0,0,0,0,0,11.399999999999977,66785
L,300.3,311.8,1548,33,16,0,0,0,0,0,0,11.5,51084
L,300.3,311.7,1333,55.2,18,0,0,0,0,0,0,11.399999999999977,73581.6
L,300.2,311.6,1767,26.4,20,0,0,0,0,0,0,11.400000000000034,46648.799999999996
L,300.2,311.6,1827,27,22,0,0,0,0,0,0,11.400000000000034,49329
M,300.2,311.6,1533,46.4,24,0,0,0,0,0,0,11.400000000000034,71131.2
H,300.2,311.5,1515,36.8,27,0,0,0,0,0,0,11.300000000000011,55751.99999999999
L,300.2,311.4,1568,41,32,0,0,0,0,0,0,11.199999999999989,64288
L,300.2,311.4,1452,47.8,34,0,0,0,0,0,0,11.199999999999989,69405.59999999999
L,300.2,311.4,1433,37.9,36,0,0,0,0,0,0,11.199999999999989,54310.7
M,300.1,311.3,1650,33.8,38,0,0,0,0,0,0,11.199999999999989,55769.99999999999
L,300.1,311.4,1629,31.3,41,0,0,0,0,0,0,11.299999999999955,50987.700000000004
L,300,311.3,1520,39.2,43,0,0,0,0,0,0,11.300000000000011,59584.00000000001
H,300,311.2,1393,43.1,45,0,0,0,0,0,0,11.199999999999989,60038.3
H,299.9,311.2,1364,49.6,50,0,0,0,0,0,0,11.300000000000011,67654.40000000001
M,299.9,311.3,1389,50,55,0,0,0,0,0,0,11.400000000000034,69450
L,299.8,311.1,1466,46.1,58,0,0,0,0,0,0,11.300000000000011,67582.6
L,299.7,311.1,1650,32.4,60,0,0,0,0,0,0,11.400000000000034,53460
L,299.6,311,1554,36.3,62,0,0,0,0,0,0,11.399999999999977,56410.2
M,299.6,310.9,1474,39.7,64,0,0,0,0,0,0,11.299999999999955,58517.8
H,299.5,310.8,1600,32.4,67,0,0,0,0,0,0,11.300000000000011,51840
L,299.5,310.8,1356,54.9,72,0,0,0,0,0,0,11.300000000000011,74444.4
L,299.5,310.8,1571,38.2,74,0,0,0,0,0,0,11.300000000000011,60012.200000000004
L,299.6,310.9,1658,28,76,0,0,0,0,0,0,11.299999999999955,46424
L,299.6,310.8,1393,49.9,78,0,0,0,0,0,0,11.199999999999989,69510.7
M,299.7,311,1448,49.8,80,0,0,0,0,0,0,11.300000000000011,72110.4
L,299.7,310.9,1477,40.4,83,0,0,0,0,0,0,11.199999999999989,59670.799999999996
M,299.7,311,1506,42.7,85,0,0,0,0,0,0,11.300000000000011,64306.200000000004
M,299.7,310.9,1685,32.1,88,0,0,0,0,0,0,11.199999999999989,54088.5
L,299.6,310.9,1533,31.8,91,0,0,0,0,0,0,11.299999999999955,48749.4
L,299.5,310.8,1447,41,93,0,0,0,0,0,0,11.300000000000011,59327
M,299.5,310.7,1488,39.5,95,0,0,0,0,0,0,11.199999999999989,58776
M,299.6,310.8,1427,50.4,98,0,0,0,0,0,0,11.199999999999989,71920.8
M,299.5,310.7,1424,41.3,101,0,0,0,0,0,0,11.199999999999989,58811.2
L,299.5,310.7,1472,40.9,104,0,0,0,0,0,0,11.199999999999989,60204.799999999996
L,299.5,310.7,1438,45.7,106,0,0,0,0,0,0,11.199999999999989,65716.6
L,299.6,310.8,1507,42.4,108,0,0,0,0,0,0,11.199999999999989,63896.799999999996
L,299.6,310.7,1393,52.1,110,0,0,0,0,0,0,11.099999999999966,72575.3
L,299.5,310.8,1283,52.4,112,0,0,0,0,0,0,11.300000000000011,67229.2
L,299.6,310.8,1644,30.9,114,0,0,0,0,0,0,11.199999999999989,50799.6
L,299.6,310.8,1498,46.9,116,0,0,0,0,0,0,11.199999999999989,70256.2
L,299.6,310.8,1400,40.8,118,0,0,0,0,0,0,11.199999999999989,57119.99999999999
H,299.6,310.9,1679,31.2,120,0,0,0,0,0,0,11.299999999999955,52384.799999999996
M,299.7,311.1,1618,30.3,125,0,0,0,0,0,0,11.400000000000034,49025.4
H,299.6,311,1714,30.2,128,0,0,0,0,0,0,11.399999999999977,51762.799999999996
L,299.6,311,1574,35,133,0,0,0,0,0,0,11.399999999999977,55090
L,299.7,311.1,1574,36.4,135,0,0,0,0,0,0,11.400000000000034,57293.6
L,299.6,310.9,1472,40.9,137,0,0,0,0,0,0,11.299999999999955,60204.799999999996
L,299.6,311,1552,33.2,139,0,0,0,0,0,0,11.399999999999977,51526.4
L,299.7,311.1,1603,31.4,141,0,0,0,0,0,0,11.400000000000034,50334.2
H,299.7,311.1,1353,47.1,143,0,0,0,0,0,0,11.400000000000034,63726.3
L,299.7,311.1,1690,30.6,148,0,0,0,0,0,0,11.400000000000034,51714
M,299.8,311.2,1745,26.3,150,0,0,0,0,0,0,11.399999999999977,45893.5
L,299.9,311.3,1522,45.7,153,0,0,0,0,0,0,11.400000000000034,69555.40000000001
H,300,311.4,1641,34.5,155,0,0,0,0,0,0,11.399999999999977,56614.5
L,299.9,311.4,1596,28.9,160,0,0,0,0,0,0,11.5,46124.399999999994
H,299.9,311.4,1497,37,162,0,0,0,0,0,0,11.5,55389
L,299.9,311.3,1371,52.3,167,0,0,0,0,0,0,11.400000000000034,71703.3
M,299.9,311.3,1445,41.2,169,0,0,0,0,0,0,11.400000000000034,59534.00000000001
L,299.8,311.2,1564,40,172,0,0,0,0,0,0,11.399999999999977,62560
L,299.7,311.1,1439,44.9,174,0,0,0,0,0,0,11.400000000000034,64611.1
L,299.7,311.2,1352,52.1,176,0,0,0,0,0,0,11.5,70439.2
L,299.8,311.3,1560,35.4,178,0,0,0,0,0,0,11.5,55224
M,299.7,311.2,1616,42.3,180,0,0,0,0,0,0,11.5,68356.79999999999
L,299.7,311.2,1835,23.7,183,0,0,0,0,0,0,11.5,43489.5
M,299.7,311.1,1649,32.7,185,0,0,0,0,0,0,11.400000000000034,53922.3
L,299.8,311.1,1452,47.3,188,0,0,0,0,0,0,11.300000000000011,68679.59999999999
L,299.8,311.1,2144,17.7,190,0,0,0,0,0,0,11.300000000000011,37948.799999999996
L,299.7,311.1,1554,41,192,0,0,0,0,0,0,11.400000000000034,63714
L,299.7,311,1827,25.4,194,0,0,0,0,0,0,11.300000000000011,46405.799999999996
L,299.6,310.9,1448,46.3,196,0,0,0,0,0,0,11.299999999999955,67042.4
M,299.6,310.9,1530,38.8,198,0,0,0,0,0,0,11.299999999999955,59363.99999999999
L,299.7,311,1983,21,201,0,0,0,0,0,0,11.300000000000011,41643
M,299.7,310.9,1620,37.2,203,0,0,0,0,0,0,11.199999999999989,60264.00000000001
M,299.6,310.9,1630,29.8,206,0,0,0,0,0,0,11.299999999999955,48574
L,299.6,310.9,1229,65.2,209,1,0,0,0,1,0,11.299999999999955,80130.8
L,299.5,310.8,1873,22.3,211,0,0,0,0,0,0,11.300000000000011,41767.9
L,299.4,310.7,1426,45.7,213,0,0,0,0,0,0,11.300000000000011,65168.200000000004
L,299.4,310.8,1376,53.9,215,1,0,0,0,1,0,11.400000000000034,74166.4
L,299.4,310.8,1622,33.6,217,0,0,0,0,0,0,11.400000000000034,54499.200000000004
M,299.4,310.7,1492,45.7,219,0,0,0,0,0,0,11.300000000000011,68184.40000000001
M,299.3,310.7,1374,48.9,222,0,0,0,0,0,0,11.399999999999977,67188.59999999999
L,299.2,310.7,1737,27,225,1,1,0,0,0,0,11.5,46899
L,299.3,310.8,1426,42.4,0,0,0,0,0,0,0,11.5,60462.4
M,299.3,310.9,1826,25.1,2,0,0,0,0,0,0,11.599999999999966,45832.600000000006
L,299.3,310.9,1669,32.4,5,0,0,0,0,0,0,11.599999999999966,54075.6
M,299.4,310.9,1473,40.1,7,0,0,0,0,0,0,11.5,59067.3
L,299.4,310.9,1751,27.8,10,0,0,0,0,0,0,11.5,48677.8
M,299.4,310.9,1446,47.3,12,0,0,0,0,0,0,11.5,68395.8
L,299.3,310.8,1483,43.5,15,0,0,0,0,0,0,11.5,64510.5
L,299.2,310.7,1535,42.6,17,0,0,0,0,0,0,11.5,65391
L,299.2,310.7,1477,44,19,0,0,0,0,0,0,11.5,64988
L,299.3,310.8,1391,46.9,21,0,0,0,0,0,0,11.5,65237.9
H,299.2,310.7,1636,29.4,23,0,0,0,0,0,0,11.5,48098.399999999994
L,299.2,310.6,1675,33.3,28,0,0,0,0,0,0,11.400000000000034,55777.49999999999
H,299.2,310.5,1329,48.9,30,0,0,0,0,0,0,11.300000000000011,64988.1
M,299.2,310.5,1548,33.5,35,0,0,0,0,0,0,11.300000000000011,51858
L,299.2,310.5,1391,45.8,38,0,0,0,0,0,0,11.300000000000011,63707.799999999996
L,299.1,310.5,1437,43.1,40,0,0,0,0,0,0,11.399999999999977,61934.700000000004
L,299.2,310.6,1370,61.9,42,0,0,0,0,0,0,11.400000000000034,84803
L,299.1,310.6,1577,37.1,44,0,0,0,0,0,0,11.5,58506.700000000004
L,299.1,310.5,1485,37.8,46,0,0,0,0,0,0,11.399999999999977,56132.99999999999
L,299,310.4,1504,34.3,48,0,0,0,0,0,0,11.399999999999977,51587.2
M,298.9,310.3,1551,35.2,50,0,0,0,0,0,0,11.400000000000034,54595.200000000004
M,299.1,310.5,1428,43,53,0,0,0,0,0,0,11.399999999999977,61404
L,299,310.5,1755,27.9,56,0,0,0,0,0,0,11.5,48964.5
L,299.1,310.5,1329,54.9,58,0,0,0,0,0,0,11.399999999999977,72962.09999999999
L,299.1,310.5,1496,35.2,60,0,0,0,0,0,0,11.399999999999977,52659.200000000004
L,299.1,310.5,1532,36.6,62,0,0,0,0,0,0,11.399999999999977,56071.200000000004
L,299.1,310.5,1389,61.4,64,0,0,0,0,0,0,11.399999999999977,85284.59999999999
M,299.1,310.4,1524,51.4,66,0,0,0,0,0,0,11.299999999999955,78333.59999999999
M,299.1,310.4,1422,49.3,69,0,0,0,0,0,0,11.299999999999955,70104.59999999999
L,299.1,310.5,1739,27.4,72,0,0,0,0,0,0,11.399999999999977,47648.6
L,299.1,310.5,1736,26.9,74,0,0,0,0,0,0,11.399999999999977,46698.399999999994
L,299.1,310.5,1419,48.8,76,0,0,0,0,0,0,11.399999999999977,69247.2
L,299.1,310.6,1326,49.7,78,0,0,0,0,0,0,11.5,65902.2
M,299.1,310.6,1449,43.2,80,0,0,0,0,0,0,11.5,62596.8
L,299.2,310.6,1534,39.7,83,0,0,0,0,0,0,11.400000000000034,60899.8
M,299.2,310.6,1443,50.9,85,0,0,0,0,0,0,11.400000000000034,73448.7
L,299.2,310.6,1498,41.1,88,0,0,0,0,0,0,11.400000000000034,61567.8
L,299.1,310.6,1796,26,90,0,0,0,0,0,0,11.5,46696
L,299.1,310.4,1519,45.3,92,0,0,0,0,0,0,11.299999999999955,68810.7
L,299,310.4,1339,49.6,94,0,0,0,0,0,0,11.399999999999977,66414.40000000001
L,299,310.4,1483,41.5,96,0,0,0,0,0,0,11.399999999999977,61544.5
M,298.9,310.2,2099,20,98,0,0,0,0,0,0,11.300000000000011,41980
M,299,310.3,1689,29.7,101,0,0,0,0,0,0,11.300000000000011,50163.299999999996
H,299.1,310.4,1369,54.5,104,0,0,0,0,0,0,11.299999999999955,74610.5
L,299,310.4,1512,38.8,109,0,0,0,0,0,0,11.399999999999977,58665.6
M,299,310.3,1303,68.6,111,1,0,0,1,0,0,11.300000000000011,89385.79999999999
L,299,310.3,1552,39.9,114,0,0,0,0,0,0,11.300000000000011,61924.799999999996
L,299,310.4,1713,28,116,0,0,0,0,0,0,11.399999999999977,47964
L,298.9,310.3,1456,44.1,118,0,0,0,0,0,0,11.400000000000034,64209.6
L,299,310.4,1524,39.8,120,0,0,0,0,0,0,11.399999999999977,60655.2
M,299,310.4,1394,45.2,122,0,0,0,0,0,0,11.399999999999977,63008.8
L,299,310.4,1981,21.2,125,0,0,0,0,0,0,11.399999999999977,41997.2
L,299,310.4,1565,36.1,127,0,0,0,0,0,0,11.399999999999977,56496.5
L,299.1,310.4,1657,31,129,0,0,0,0,0,0,11.299999999999955,51367
M,299,310.4,1625,37.1,131,0,0,0,0,0,0,11.399999999999977,60287.5
